julian_day,temperature,date
2443810,1361.907,1978-10-28 12:00:00
2443811,1362.1481,1978-10-29 12:00:00
2443812,1361.3773,1978-10-30 12:00:00
2443813,1361.6949,1978-10-31 12:00:00
2443814,1362.168,1978-11-01 12:00:00
2443815,1361.5955,1978-11-02 12:00:00
2443816,1362.0609,1978-11-03 12:00:00
2443817,1361.2499,1978-11-04 12:00:00
2443818,1361.375,1978-11-05 12:00:00
2443819,1361.1796,1978-11-06 12:00:00
2443820,1361.4124,1978-11-07 12:00:00
2443821,1360.781,1978-11-08 12:00:00
2443822,1361.5246,1978-11-09 12:00:00
2443823,1361.3846,1978-11-10 12:00:00
2443824,1361.3125,1978-11-11 12:00:00
2443825,1361.5269,1978-11-12 12:00:00
2443826,1361.4314,1978-11-13 12:00:00
2443827,1361.56,1978-11-14 12:00:00
2443828,1361.5803,1978-11-15 12:00:00
2443829,1361.9929,1978-11-16 12:00:00
2443830,1361.4975,1978-11-17 12:00:00
2443831,1361.3653,1978-11-18 12:00:00
2443832,1361.8557,1978-11-19 12:00:00
2443833,1361.5952,1978-11-20 12:00:00
2443834,1361.6048,1978-11-21 12:00:00
2443835,1361.6533,1978-11-22 12:00:00
2443836,1361.6977,1978-11-23 12:00:00
2443837,1361.8294,1978-11-24 12:00:00
2443838,1361.8731,1978-11-25 12:00:00
2443839,1361.9304,1978-11-26 12:00:00
2443840,1361.8406,1978-11-27 12:00:00
2443841,1361.6636,1978-11-28 12:00:00
2443842,1361.5113,1978-11-29 12:00:00
2443843,1361.5181,1978-11-30 12:00:00
2443844,1361.7713,1978-12-01 12:00:00
2443845,1361.8139,1978-12-02 12:00:00
2443846,1361.5059,1978-12-03 12:00:00
2443847,1361.2922,1978-12-04 12:00:00
2443848,1361.5795,1978-12-05 12:00:00
2443849,1361.72,1978-12-06 12:00:00
2443850,1361.8876,1978-12-07 12:00:00
2443851,1361.4894,1978-12-08 12:00:00
2443852,1360.9516,1978-12-09 12:00:00
2443853,1360.0451,1978-12-10 12:00:00
2443854,1360.2284,1978-12-11 12:00:00
2443855,1359.4436,1978-12-12 12:00:00
2443856,1360.5141,1978-12-13 12:00:00
2443857,1360.7416,1978-12-14 12:00:00
2443858,1361.6765,1978-12-15 12:00:00
2443859,1360.9493,1978-12-16 12:00:00
2443860,1360.472,1978-12-17 12:00:00
2443861,1360.7937,1978-12-18 12:00:00
2443862,1361.2187,1978-12-19 12:00:00
2443863,1361.3086,1978-12-20 12:00:00
2443864,1360.9181,1978-12-21 12:00:00
2443865,1361.5034,1978-12-22 12:00:00
2443866,1361.6761,1978-12-23 12:00:00
2443867,1361.8403,1978-12-24 12:00:00
2443868,1361.6661,1978-12-25 12:00:00
2443869,1361.9715,1978-12-26 12:00:00
2443870,1361.9039,1978-12-27 12:00:00
2443871,1362.1037,1978-12-28 12:00:00
2443872,1362.0212,1978-12-29 12:00:00
2443873,1361.3743,1978-12-30 12:00:00
2443874,1361.2193,1978-12-31 12:00:00
2443875,1361.3796,1979-01-01 12:00:00
2443876,1361.5775,1979-01-02 12:00:00
2443877,1361.3964,1979-01-03 12:00:00
2443878,1361.5112,1979-01-04 12:00:00
2443879,1361.4264,1979-01-05 12:00:00
2443880,1361.5697,1979-01-06 12:00:00
2443881,1361.9838,1979-01-07 12:00:00
2443882,1362.0554,1979-01-08 12:00:00
2443883,1361.7366,1979-01-09 12:00:00
2443884,1361.5791,1979-01-10 12:00:00
2443885,1361.9484,1979-01-11 12:00:00
2443886,1362.035,1979-01-12 12:00:00
2443887,1361.9166,1979-01-13 12:00:00
2443888,1361.7708,1979-01-14 12:00:00
2443889,1361.7253,1979-01-15 12:00:00
2443890,1361.7938,1979-01-16 12:00:00
2443891,1361.9585,1979-01-17 12:00:00
2443892,1361.4425,1979-01-18 12:00:00
2443893,1361.2587,1979-01-19 12:00:00
2443894,1361.7524,1979-01-20 12:00:00
2443895,1361.2299,1979-01-21 12:00:00
2443896,1361.7908,1979-01-22 12:00:00
2443897,1361.376,1979-01-23 12:00:00
2443898,1361.2591,1979-01-24 12:00:00
2443899,1361.6018,1979-01-25 12:00:00
2443900,1361.9332,1979-01-26 12:00:00
2443901,1361.7102,1979-01-27 12:00:00
2443902,1361.4952,1979-01-28 12:00:00
2443903,1361.6152,1979-01-29 12:00:00
2443904,1362.0467,1979-01-30 12:00:00
2443905,1362.1695,1979-01-31 12:00:00
2443906,1362.4252,1979-02-01 12:00:00
2443907,1362.4343,1979-02-02 12:00:00
2443908,1362.3786,1979-02-03 12:00:00
2443909,1362.3715,1979-02-04 12:00:00
2443910,1362.4659,1979-02-05 12:00:00
2443911,1362.1842,1979-02-06 12:00:00
2443912,1362.4451,1979-02-07 12:00:00
2443913,1362.3257,1979-02-08 12:00:00
2443914,1361.9335,1979-02-09 12:00:00
2443915,1362.2421,1979-02-10 12:00:00
2443916,1362.0438,1979-02-11 12:00:00
2443917,1361.9501,1979-02-12 12:00:00
2443918,1361.9939,1979-02-13 12:00:00
2443919,1361.8032,1979-02-14 12:00:00
2443920,1361.7655,1979-02-15 12:00:00
2443921,1361.6898,1979-02-16 12:00:00
2443922,1361.3005,1979-02-17 12:00:00
2443923,1361.6834,1979-02-18 12:00:00
2443924,1361.5506,1979-02-19 12:00:00
2443925,1361.569,1979-02-20 12:00:00
2443926,1361.8565,1979-02-21 12:00:00
2443927,1361.6157,1979-02-22 12:00:00
2443928,1361.8131,1979-02-23 12:00:00
2443929,1362.0266,1979-02-24 12:00:00
2443930,1362.3313,1979-02-25 12:00:00
2443931,1362.28,1979-02-26 12:00:00
2443932,1362.2541,1979-02-27 12:00:00
2443933,1362.4226,1979-02-28 12:00:00
2443934,1362.4937,1979-03-01 12:00:00
2443935,1362.7597,1979-03-02 12:00:00
2443936,1362.6597,1979-03-03 12:00:00
2443937,1362.5827,1979-03-04 12:00:00
2443938,1362.4645,1979-03-05 12:00:00
2443939,1362.4758,1979-03-06 12:00:00
2443940,1362.6438,1979-03-07 12:00:00
2443941,1362.3658,1979-03-08 12:00:00
2443942,1362.146,1979-03-09 12:00:00
2443943,1362.531,1979-03-10 12:00:00
2443944,1362.1879,1979-03-11 12:00:00
2443945,1362.528,1979-03-12 12:00:00
2443946,1362.635,1979-03-13 12:00:00
2443947,1362.7266,1979-03-14 12:00:00
2443948,1362.7648,1979-03-15 12:00:00
2443949,1362.5774,1979-03-16 12:00:00
2443950,1362.0573,1979-03-17 12:00:00
2443951,1362.5472,1979-03-18 12:00:00
2443952,1362.5421,1979-03-19 12:00:00
2443953,1362.4088,1979-03-20 12:00:00
2443954,1362.0611,1979-03-21 12:00:00
2443955,1362.1095,1979-03-22 12:00:00
2443956,1361.885,1979-03-23 12:00:00
2443957,1361.9155,1979-03-24 12:00:00
2443958,1362.0945,1979-03-25 12:00:00
2443959,1362.1553,1979-03-26 12:00:00
2443960,1362.3012,1979-03-27 12:00:00
2443961,1362.1477,1979-03-28 12:00:00
2443962,1362.3959,1979-03-29 12:00:00
2443963,1362.4112,1979-03-30 12:00:00
2443964,1362.4128,1979-03-31 12:00:00
2443965,1362.2422,1979-04-01 12:00:00
2443966,1362.2353,1979-04-02 12:00:00
2443967,1362.3447,1979-04-03 12:00:00
2443968,1362.3357,1979-04-04 12:00:00
2443969,1361.8609,1979-04-05 12:00:00
2443970,1362.461,1979-04-06 12:00:00
2443971,1362.0871,1979-04-07 12:00:00
2443972,1362.1488,1979-04-08 12:00:00
2443973,1362.2587,1979-04-09 12:00:00
2443974,1362.069,1979-04-10 12:00:00
2443975,1362.102,1979-04-11 12:00:00
2443976,1361.9582,1979-04-12 12:00:00
2443977,1361.588,1979-04-13 12:00:00
2443978,1361.7324,1979-04-14 12:00:00
2443979,1361.7061,1979-04-15 12:00:00
2443980,1361.6001,1979-04-16 12:00:00
2443981,1361.6208,1979-04-17 12:00:00
2443982,1361.8521,1979-04-18 12:00:00
2443983,1362.3139,1979-04-19 12:00:00
2443984,1362.2928,1979-04-20 12:00:00
2443985,1361.984,1979-04-21 12:00:00
2443986,1362.2763,1979-04-22 12:00:00
2443987,1361.7475,1979-04-23 12:00:00
2443988,1361.7069,1979-04-24 12:00:00
2443989,1361.8979,1979-04-25 12:00:00
2443990,1361.8271,1979-04-26 12:00:00
2443991,1361.6652,1979-04-27 12:00:00
2443992,1361.2754,1979-04-28 12:00:00
2443993,1361.7702,1979-04-29 12:00:00
2443994,1361.6059,1979-04-30 12:00:00
2443995,1361.7701,1979-05-01 12:00:00
2443996,1361.9641,1979-05-02 12:00:00
2443997,1362.0881,1979-05-03 12:00:00
2443998,1361.954,1979-05-04 12:00:00
2443999,1361.9169,1979-05-05 12:00:00
2444000,1361.7954,1979-05-06 12:00:00
2444001,1361.702,1979-05-07 12:00:00
2444002,1361.8061,1979-05-08 12:00:00
2444003,1361.9144,1979-05-09 12:00:00
2444004,1361.7603,1979-05-10 12:00:00
2444005,1361.4399,1979-05-11 12:00:00
2444006,1361.4123,1979-05-12 12:00:00
2444007,1361.7104,1979-05-13 12:00:00
2444008,1361.8289,1979-05-14 12:00:00
2444009,1361.8038,1979-05-15 12:00:00
2444010,1361.9227,1979-05-16 12:00:00
2444011,1361.7121,1979-05-17 12:00:00
2444012,1361.7559,1979-05-18 12:00:00
2444013,1361.9622,1979-05-19 12:00:00
2444014,1362.2073,1979-05-20 12:00:00
2444015,1362.1397,1979-05-21 12:00:00
2444016,1361.9612,1979-05-22 12:00:00
2444017,1361.877,1979-05-23 12:00:00
2444018,1362.0068,1979-05-24 12:00:00
2444019,1362.5107,1979-05-25 12:00:00
2444020,1362.6375,1979-05-26 12:00:00
2444021,1362.4577,1979-05-27 12:00:00
2444022,1362.0156,1979-05-28 12:00:00
2444023,1362.1277,1979-05-29 12:00:00
2444024,1362.2925,1979-05-30 12:00:00
2444025,1362.3298,1979-05-31 12:00:00
2444026,1361.8002,1979-06-01 12:00:00
2444027,1361.2774,1979-06-02 12:00:00
2444028,1360.8527,1979-06-03 12:00:00
2444029,1361.0957,1979-06-04 12:00:00
2444030,1361.3624,1979-06-05 12:00:00
2444031,1361.4478,1979-06-06 12:00:00
2444032,1361.4517,1979-06-07 12:00:00
2444033,1361.336,1979-06-08 12:00:00
2444034,1361.4116,1979-06-09 12:00:00
2444035,1360.7175,1979-06-10 12:00:00
2444036,1360.6637,1979-06-11 12:00:00
2444037,1360.0412,1979-06-12 12:00:00
2444038,1361.0429,1979-06-13 12:00:00
2444039,1361.2499,1979-06-14 12:00:00
2444040,1361.5378,1979-06-15 12:00:00
2444041,1361.4916,1979-06-16 12:00:00
2444042,1361.7831,1979-06-17 12:00:00
2444043,1361.6851,1979-06-18 12:00:00
2444044,1361.8949,1979-06-19 12:00:00
2444045,1362.0253,1979-06-20 12:00:00
2444046,1361.8561,1979-06-21 12:00:00
2444047,1362.0783,1979-06-22 12:00:00
2444048,1362.1501,1979-06-23 12:00:00
2444049,1361.9849,1979-06-24 12:00:00
2444050,1361.7938,1979-06-25 12:00:00
2444051,1362.0176,1979-06-26 12:00:00
2444052,1362.2186,1979-06-27 12:00:00
2444053,1361.969,1979-06-28 12:00:00
2444054,1361.8915,1979-06-29 12:00:00
2444055,1361.8133,1979-06-30 12:00:00
2444056,1361.8711,1979-07-01 12:00:00
2444057,1361.8018,1979-07-02 12:00:00
2444058,1361.5182,1979-07-03 12:00:00
2444059,1361.8925,1979-07-04 12:00:00
2444060,1361.5715,1979-07-05 12:00:00
2444061,1361.6456,1979-07-06 12:00:00
2444062,1361.4973,1979-07-07 12:00:00
2444063,1361.6593,1979-07-08 12:00:00
2444064,1361.5478,1979-07-09 12:00:00
2444065,1361.7531,1979-07-10 12:00:00
2444066,1361.8654,1979-07-11 12:00:00
2444067,1361.7137,1979-07-12 12:00:00
2444068,1361.9619,1979-07-13 12:00:00
2444069,1361.7799,1979-07-14 12:00:00
2444070,1361.8193,1979-07-15 12:00:00
2444071,1361.7269,1979-07-16 12:00:00
2444072,1361.7559,1979-07-17 12:00:00
2444073,1361.6301,1979-07-18 12:00:00
2444074,1361.5619,1979-07-19 12:00:00
2444075,1361.7389,1979-07-20 12:00:00
2444076,1361.6362,1979-07-21 12:00:00
2444077,1361.4438,1979-07-22 12:00:00
2444078,1361.5982,1979-07-23 12:00:00
2444079,1361.8565,1979-07-24 12:00:00
2444080,1361.7154,1979-07-25 12:00:00
2444081,1361.933,1979-07-26 12:00:00
2444082,1361.9589,1979-07-27 12:00:00
2444083,1361.9961,1979-07-28 12:00:00
2444084,1362.0075,1979-07-29 12:00:00
2444085,1362.0378,1979-07-30 12:00:00
2444086,1362.0411,1979-07-31 12:00:00
2444087,1362.1788,1979-08-01 12:00:00
2444088,1362.1053,1979-08-02 12:00:00
2444089,1362.2699,1979-08-03 12:00:00
2444090,1361.9802,1979-08-04 12:00:00
2444091,1362.1286,1979-08-05 12:00:00
2444092,1362.0917,1979-08-06 12:00:00
2444093,1361.9928,1979-08-07 12:00:00
2444094,1362.0368,1979-08-08 12:00:00
2444095,1361.8364,1979-08-09 12:00:00
2444096,1361.9548,1979-08-10 12:00:00
2444097,1362.0472,1979-08-11 12:00:00
2444098,1361.7915,1979-08-12 12:00:00
2444099,1361.9732,1979-08-13 12:00:00
2444100,1361.9117,1979-08-14 12:00:00
2444101,1361.7448,1979-08-15 12:00:00
2444102,1361.5993,1979-08-16 12:00:00
2444103,1361.8176,1979-08-17 12:00:00
2444104,1361.7945,1979-08-18 12:00:00
2444105,1361.6325,1979-08-19 12:00:00
2444106,1361.5222,1979-08-20 12:00:00
2444107,1361.651,1979-08-21 12:00:00
2444108,1361.5624,1979-08-22 12:00:00
2444109,1361.7298,1979-08-23 12:00:00
2444110,1361.0996,1979-08-24 12:00:00
2444111,1361.064,1979-08-25 12:00:00
2444112,1361.0298,1979-08-26 12:00:00
2444113,1361.3533,1979-08-27 12:00:00
2444114,1361.6213,1979-08-28 12:00:00
2444115,1361.6567,1979-08-29 12:00:00
2444116,1361.9169,1979-08-30 12:00:00
2444117,1361.9072,1979-08-31 12:00:00
2444118,1361.8161,1979-09-01 12:00:00
2444119,1361.8116,1979-09-02 12:00:00
2444120,1361.609,1979-09-03 12:00:00
2444121,1361.5908,1979-09-04 12:00:00
2444122,1361.6326,1979-09-05 12:00:00
2444123,1361.186,1979-09-06 12:00:00
2444124,1361.8107,1979-09-07 12:00:00
2444125,1362.0123,1979-09-08 12:00:00
2444126,1361.8019,1979-09-09 12:00:00
2444127,1361.9269,1979-09-10 12:00:00
2444128,1361.9121,1979-09-11 12:00:00
2444129,1362.0401,1979-09-12 12:00:00
2444130,1361.7928,1979-09-13 12:00:00
2444131,1361.9405,1979-09-14 12:00:00
2444132,1361.9667,1979-09-15 12:00:00
2444133,1361.9288,1979-09-16 12:00:00
2444134,1362.0824,1979-09-17 12:00:00
2444135,1361.7625,1979-09-18 12:00:00
2444136,1361.9218,1979-09-19 12:00:00
2444137,1361.6519,1979-09-20 12:00:00
2444138,1362.0165,1979-09-21 12:00:00
2444139,1361.9986,1979-09-22 12:00:00
2444140,1361.9831,1979-09-23 12:00:00
2444141,1361.8037,1979-09-24 12:00:00
2444142,1361.4537,1979-09-25 12:00:00
2444143,1361.6103,1979-09-26 12:00:00
2444144,1361.5636,1979-09-27 12:00:00
2444145,1361.1746,1979-09-28 12:00:00
2444146,1361.4486,1979-09-29 12:00:00
2444147,1360.6942,1979-09-30 12:00:00
2444148,1361.1923,1979-10-01 12:00:00
2444149,1362.0142,1979-10-02 12:00:00
2444150,1361.7772,1979-10-03 12:00:00
2444151,1361.8685,1979-10-04 12:00:00
2444152,1361.6941,1979-10-05 12:00:00
2444153,1361.4369,1979-10-06 12:00:00
2444154,1361.4973,1979-10-07 12:00:00
2444155,1361.1261,1979-10-08 12:00:00
2444156,1361.3402,1979-10-09 12:00:00
2444157,1361.1979,1979-10-10 12:00:00
2444158,1361.0542,1979-10-11 12:00:00
2444159,1361.0972,1979-10-12 12:00:00
2444160,1361.6206,1979-10-13 12:00:00
2444161,1361.8041,1979-10-14 12:00:00
2444162,1361.9939,1979-10-15 12:00:00
2444163,1361.8286,1979-10-16 12:00:00
2444164,1361.9383,1979-10-17 12:00:00
2444165,1361.8185,1979-10-18 12:00:00
2444166,1361.7006,1979-10-19 12:00:00
2444167,1361.8559,1979-10-20 12:00:00
2444168,1361.8032,1979-10-21 12:00:00
2444169,1362.408,1979-10-22 12:00:00
2444170,1362.4787,1979-10-23 12:00:00
2444171,1362.1246,1979-10-24 12:00:00
2444172,1361.8828,1979-10-25 12:00:00
2444173,1361.869,1979-10-26 12:00:00
2444174,1361.4634,1979-10-27 12:00:00
2444175,1361.8457,1979-10-28 12:00:00
2444176,1361.7258,1979-10-29 12:00:00
2444177,1361.5,1979-10-30 12:00:00
2444178,1361.9122,1979-10-31 12:00:00
2444179,1361.6839,1979-11-01 12:00:00
2444180,1362.1307,1979-11-02 12:00:00
2444181,1362.0867,1979-11-03 12:00:00
2444182,1361.8169,1979-11-04 12:00:00
2444183,1361.9377,1979-11-05 12:00:00
2444184,1361.7719,1979-11-06 12:00:00
2444185,1361.761,1979-11-07 12:00:00
2444186,1361.1889,1979-11-08 12:00:00
2444187,1359.7549,1979-11-09 12:00:00
2444188,1360.7853,1979-11-10 12:00:00
2444189,1360.5019,1979-11-11 12:00:00
2444190,1360.976,1979-11-12 12:00:00
2444191,1361.192,1979-11-13 12:00:00
2444192,1361.7148,1979-11-14 12:00:00
2444193,1361.8722,1979-11-15 12:00:00
2444194,1361.977,1979-11-16 12:00:00
2444195,1362.0388,1979-11-17 12:00:00
2444196,1361.6823,1979-11-18 12:00:00
2444197,1361.6084,1979-11-19 12:00:00
2444198,1361.7498,1979-11-20 12:00:00
2444199,1361.7739,1979-11-21 12:00:00
2444200,1361.5983,1979-11-22 12:00:00
2444201,1361.5031,1979-11-23 12:00:00
2444202,1361.2789,1979-11-24 12:00:00
2444203,1361.7533,1979-11-25 12:00:00
2444204,1361.8208,1979-11-26 12:00:00
2444205,1361.943,1979-11-27 12:00:00
2444206,1361.9141,1979-11-28 12:00:00
2444207,1361.8767,1979-11-29 12:00:00
2444208,1361.9252,1979-11-30 12:00:00
2444209,1361.6151,1979-12-01 12:00:00
2444210,1361.7779,1979-12-02 12:00:00
2444211,1361.7438,1979-12-03 12:00:00
2444212,1361.6223,1979-12-04 12:00:00
2444213,1361.5364,1979-12-05 12:00:00
2444214,1362.0067,1979-12-06 12:00:00
2444215,1362.1466,1979-12-07 12:00:00
2444216,1362.2946,1979-12-08 12:00:00
2444217,1362.0133,1979-12-09 12:00:00
2444218,1362.3814,1979-12-10 12:00:00
2444219,1362.489,1979-12-11 12:00:00
2444220,1362.923,1979-12-12 12:00:00
2444221,1362.5911,1979-12-13 12:00:00
2444222,1362.4253,1979-12-14 12:00:00
2444223,1362.4349,1979-12-15 12:00:00
2444224,1362.3375,1979-12-16 12:00:00
2444225,1362.0863,1979-12-17 12:00:00
2444226,1362.0017,1979-12-18 12:00:00
2444227,1361.4927,1979-12-19 12:00:00
2444228,1361.7473,1979-12-20 12:00:00
2444229,1361.3378,1979-12-21 12:00:00
2444230,1361.6817,1979-12-22 12:00:00
2444231,1361.1393,1979-12-23 12:00:00
2444232,1361.298,1979-12-24 12:00:00
2444233,1361.5707,1979-12-25 12:00:00
2444234,1361.8219,1979-12-26 12:00:00
2444235,1361.9196,1979-12-27 12:00:00
2444236,1361.9277,1979-12-28 12:00:00
2444237,1361.7839,1979-12-29 12:00:00
2444238,1362.1584,1979-12-30 12:00:00
2444239,1362.1821,1979-12-31 12:00:00
2444240,1362.2891,1980-01-01 12:00:00
2444241,1362.177,1980-01-02 12:00:00
2444242,1362.2086,1980-01-03 12:00:00
2444243,1362.2051,1980-01-04 12:00:00
2444244,1361.9609,1980-01-05 12:00:00
2444245,1362.4461,1980-01-06 12:00:00
2444246,1361.7352,1980-01-07 12:00:00
2444247,1361.7385,1980-01-08 12:00:00
2444248,1361.7072,1980-01-09 12:00:00
2444249,1361.7234,1980-01-10 12:00:00
2444250,1361.4966,1980-01-11 12:00:00
2444251,1361.4139,1980-01-12 12:00:00
2444252,1361.7808,1980-01-13 12:00:00
2444253,1361.8318,1980-01-14 12:00:00
2444254,1362.1072,1980-01-15 12:00:00
2444255,1361.8805,1980-01-16 12:00:00
2444256,1361.8536,1980-01-17 12:00:00
2444257,1361.9691,1980-01-18 12:00:00
2444258,1361.7509,1980-01-19 12:00:00
2444259,1361.6853,1980-01-20 12:00:00
2444260,1361.6151,1980-01-21 12:00:00
2444261,1361.6025,1980-01-22 12:00:00
2444262,1361.6639,1980-01-23 12:00:00
2444263,1361.6202,1980-01-24 12:00:00
2444264,1361.5398,1980-01-25 12:00:00
2444265,1361.5495,1980-01-26 12:00:00
2444266,1362.038,1980-01-27 12:00:00
2444267,1361.5932,1980-01-28 12:00:00
2444268,1361.9807,1980-01-29 12:00:00
2444269,1361.8152,1980-01-30 12:00:00
2444270,1361.5663,1980-01-31 12:00:00
2444271,1361.8236,1980-02-01 12:00:00
2444272,1361.7643,1980-02-02 12:00:00
2444273,1361.5804,1980-02-03 12:00:00
2444274,1361.2917,1980-02-04 12:00:00
2444275,1361.1337,1980-02-05 12:00:00
2444276,1361.1794,1980-02-06 12:00:00
2444277,1361.4569,1980-02-07 12:00:00
2444278,1361.2414,1980-02-08 12:00:00
2444279,1361.0498,1980-02-09 12:00:00
2444280,1361.306,1980-02-10 12:00:00
2444281,1361.2764,1980-02-11 12:00:00
2444282,1361.7957,1980-02-12 12:00:00
2444283,1361.4214,1980-02-13 12:00:00
2444284,1361.4876,1980-02-14 12:00:00
2444285,1361.6527,1980-02-15 12:00:00
2444286,1361.4027,1980-02-16 12:00:00
2444287,1361.718,1980-02-17 12:00:00
2444288,1361.81,1980-02-18 12:00:00
2444289,1361.7294,1980-02-19 12:00:00
2444290,1361.6461,1980-02-20 12:00:00
2444291,1361.7673,1980-02-21 12:00:00
2444292,1361.3852,1980-02-22 12:00:00
2444293,1361.7333,1980-02-23 12:00:00
2444294,1361.6756,1980-02-24 12:00:00
2444295,1361.6623,1980-02-25 12:00:00
2444296,1361.9208,1980-02-26 12:00:00
2444297,1361.6911,1980-02-27 12:00:00
2444298,1362.0348,1980-02-28 12:00:00
2444299,1361.9819,1980-02-29 12:00:00
2444300,1362.1289,1980-03-01 12:00:00
2444301,1362.2662,1980-03-02 12:00:00
2444302,1361.8422,1980-03-03 12:00:00
2444303,1362.169,1980-03-04 12:00:00
2444304,1362.2525,1980-03-05 12:00:00
2444305,1361.8673,1980-03-06 12:00:00
2444306,1361.5685,1980-03-07 12:00:00
2444307,1361.8623,1980-03-08 12:00:00
2444308,1361.8218,1980-03-09 12:00:00
2444309,1361.8973,1980-03-10 12:00:00
2444310,1361.6586,1980-03-11 12:00:00
2444311,1362.0449,1980-03-12 12:00:00
2444312,1361.6808,1980-03-13 12:00:00
2444313,1362.2705,1980-03-14 12:00:00
2444314,1361.8349,1980-03-15 12:00:00
2444315,1362.2957,1980-03-16 12:00:00
2444316,1362.2682,1980-03-17 12:00:00
2444317,1362.2488,1980-03-18 12:00:00
2444318,1361.7688,1980-03-19 12:00:00
2444319,1361.7696,1980-03-20 12:00:00
2444320,1362.065,1980-03-21 12:00:00
2444321,1361.813,1980-03-22 12:00:00
2444322,1362.0757,1980-03-23 12:00:00
2444323,1361.9726,1980-03-24 12:00:00
2444324,1362.1844,1980-03-25 12:00:00
2444325,1362.3161,1980-03-26 12:00:00
2444326,1361.8442,1980-03-27 12:00:00
2444327,1362.1593,1980-03-28 12:00:00
2444328,1361.8288,1980-03-29 12:00:00
2444329,1361.7019,1980-03-30 12:00:00
2444330,1361.2936,1980-03-31 12:00:00
2444331,1361.7042,1980-04-01 12:00:00
2444332,1361.8922,1980-04-02 12:00:00
2444333,1361.7638,1980-04-03 12:00:00
2444334,1361.5205,1980-04-04 12:00:00
2444335,1361.2895,1980-04-05 12:00:00
2444336,1360.3591,1980-04-06 12:00:00
2444337,1360.2239,1980-04-07 12:00:00
2444338,1359.3395,1980-04-08 12:00:00
2444339,1359.9996,1980-04-09 12:00:00
2444340,1360.1512,1980-04-10 12:00:00
2444341,1360.3793,1980-04-11 12:00:00
2444342,1360.7642,1980-04-12 12:00:00
2444343,1361.2659,1980-04-13 12:00:00
2444344,1361.2998,1980-04-14 12:00:00
2444345,1361.5354,1980-04-15 12:00:00
2444346,1361.9857,1980-04-16 12:00:00
2444347,1362.2581,1980-04-17 12:00:00
2444348,1362.1494,1980-04-18 12:00:00
2444349,1362.1459,1980-04-19 12:00:00
2444350,1361.9463,1980-04-20 12:00:00
2444351,1362.1871,1980-04-21 12:00:00
2444352,1361.9463,1980-04-22 12:00:00
2444353,1361.6594,1980-04-23 12:00:00
2444354,1361.6076,1980-04-24 12:00:00
2444355,1361.8273,1980-04-25 12:00:00
2444356,1361.8557,1980-04-26 12:00:00
2444357,1361.8632,1980-04-27 12:00:00
2444358,1361.7379,1980-04-28 12:00:00
2444359,1361.4428,1980-04-29 12:00:00
2444360,1361.6332,1980-04-30 12:00:00
2444361,1361.5773,1980-05-01 12:00:00
2444362,1361.576,1980-05-02 12:00:00
2444363,1361.4383,1980-05-03 12:00:00
2444364,1361.4623,1980-05-04 12:00:00
2444365,1361.4725,1980-05-05 12:00:00
2444366,1361.7283,1980-05-06 12:00:00
2444367,1361.8767,1980-05-07 12:00:00
2444368,1361.9845,1980-05-08 12:00:00
2444369,1362.3192,1980-05-09 12:00:00
2444370,1361.7992,1980-05-10 12:00:00
2444371,1361.955,1980-05-11 12:00:00
2444372,1361.5856,1980-05-12 12:00:00
2444373,1361.7909,1980-05-13 12:00:00
2444374,1361.92,1980-05-14 12:00:00
2444375,1361.7947,1980-05-15 12:00:00
2444376,1361.9537,1980-05-16 12:00:00
2444377,1361.8063,1980-05-17 12:00:00
2444378,1361.4645,1980-05-18 12:00:00
2444379,1361.5522,1980-05-19 12:00:00
2444380,1361.4505,1980-05-20 12:00:00
2444381,1361.1653,1980-05-21 12:00:00
2444382,1361.2967,1980-05-22 12:00:00
2444383,1361.2857,1980-05-23 12:00:00
2444384,1360.179,1980-05-24 12:00:00
2444385,1360.721,1980-05-25 12:00:00
2444386,1360.0802,1980-05-26 12:00:00
2444387,1360.8192,1980-05-27 12:00:00
2444388,1360.888,1980-05-28 12:00:00
2444389,1361.4263,1980-05-29 12:00:00
2444390,1361.6675,1980-05-30 12:00:00
2444391,1361.5486,1980-05-31 12:00:00
2444392,1361.5834,1980-06-01 12:00:00
2444393,1361.3102,1980-06-02 12:00:00
2444394,1361.6689,1980-06-03 12:00:00
2444395,1361.7569,1980-06-04 12:00:00
2444396,1361.4287,1980-06-05 12:00:00
2444397,1361.3888,1980-06-06 12:00:00
2444398,1361.6856,1980-06-07 12:00:00
2444399,1361.6695,1980-06-08 12:00:00
2444400,1361.6944,1980-06-09 12:00:00
2444401,1361.8072,1980-06-10 12:00:00
2444402,1361.9734,1980-06-11 12:00:00
2444403,1362.0125,1980-06-12 12:00:00
2444404,1362.0425,1980-06-13 12:00:00
2444405,1361.7743,1980-06-14 12:00:00
2444406,1361.7434,1980-06-15 12:00:00
2444407,1361.8103,1980-06-16 12:00:00
2444408,1361.8532,1980-06-17 12:00:00
2444409,1362.2811,1980-06-18 12:00:00
2444410,1362.3442,1980-06-19 12:00:00
2444411,1362.2167,1980-06-20 12:00:00
2444412,1361.8364,1980-06-21 12:00:00
2444413,1361.6733,1980-06-22 12:00:00
2444414,1361.662,1980-06-23 12:00:00
2444415,1361.5758,1980-06-24 12:00:00
2444416,1362.1159,1980-06-25 12:00:00
2444417,1362.0478,1980-06-26 12:00:00
2444418,1361.8696,1980-06-27 12:00:00
2444419,1361.7893,1980-06-28 12:00:00
